S_NO,VEHICLE_NO,IMEI1,IMEI2,ICCID,MDT_NUMBER,VEHICLE_TYPE,RO,PIU,TOLL_NAME
2343,TN61V7063,350284944158886,350776874158885,8991102406391540000,5754228278316,crane,Chennai,Villupuram,Managethi
2344,TN61V5182,350284944160858,350776874160857,8991102406391540000,5754228278301,ambulance,Chennai,Villupuram,Managethi
2345,TN48BX1614,350284944160007,350776874160006,8991102406391670000,5754228290569,patrol vehicle,Chennai,Villupuram,Kallakudi
2346,RJ27EA4688,350284942989571,350776872989570,8991102406341560000,5754224811079,crane,Bhopal,Ujjain,"Ujjain - Garoth Road, Mundlasondhya"
2347,MP20GB5133,350284944160726,350776874160725,8991102406341560000,5754224811073,patrol vehicle,Bhopal,Ujjain,Semalkhedi
2348,MP41HA0677,350284942934148,350776872934147,8991102406341560000,5754224811069,crane,Bhopal,Ujjain,Semalkhedi
2349,GJ39T7549,350284942928488,350776872928487,8991102406341560000,5754224811067,ambulance,Bhopal,Ujjain,Semalkhedi
2350,MP08GA3089,350284942928546,350776872928545,8991102406341560000,5754224811064,patrol vehicle,Bhopal,Ujjain,"Ujjain - Garoth Road, Mundlasondhya"
2351,GJ12AN0166,350284942988367,350776872988366,8991102406341560000,5754224811065,crane,Bhopal,Ujjain,Semalkhedi
2352,MP44ZE0825,350284944163746,350776874163745,8991102406341560000,5754224811066,patrol vehicle,Bhopal,Ujjain,Semalkhedi
2353,RJ27PB6715,350284944158159,350776874158158,8991102406341560000,5754224811078,ambulance,Bhopal,Ujjain,"Ujjain - Garoth Road, Mundlasondhya"
2354,MP09AB0620,350284944158191,350776874158190,8991102406341560000,5754224811077,ambulance,Bhopal,Ujjain,Semalkhedi
2355,GJ21QQ1475,350284944163720,350776874163729,8991102406391630000,5754228286970,Crane,Gandhinagar,Godhra,Dodka Toll Plaza
2356,GJ21Y4786,350284944159017,350776874159016,8991102406391630000,5754228286969,patrol vehicle,Gandhinagar,Godhra,Dodka Toll Plaza
2357,GJ26T8891,350284944158969,350776874158968,8991102406391630000,5754228286996,ambulance,Gandhinagar,Godhra,Samiyala Toll Plaza
2358,GJ06BT5294,350284944159173,350776874159172,8991102406391630000,5754228286971,ambulance,Gandhinagar,Godhra,Dodka Toll Plaza
2359,TN91Q1822,350284942988466,350776872988465,8991102406391670000,5754228290504,crane,Chennai,Villupuram,Kurungudi- Veerananallur 
2360,KA05AN2968,350284942988409,350776872988408,8991102406391670000,5754228290553,ambulance,Chennai,Villupuram,Kurungudi- Veerananallur 
2361,TN91Q1594,350284942981883,350776872981882,8991102406391540000,5754228278302,patrol vehicle,Chennai,Villupuram,Kurungudi- Veerananallur 
2362,TN91Q1535,350284942928876,350776872928875,8991102406391540000,5754228278245,patrol vehicle,Chennai,Villupuram,Kurungudi- Veerananallur 
2363,TN91Q6761,350284942987948,350776872987947,8991102406391540000,5754228278337,crane,Chennai,Pudhucherry,Kothattai  Toll Plaza
2364,TN91Q1867,350284942931656,350776872931655,8991102406391540000,5754228278341,crane,Chennai,Villupuram,Kurungudi- Veerananallur 
2365,KA05AN2969,350284944295696,350776874295695,8991102406391540000,5754228278241,ambulance,Chennai,Villupuram,Kurungudi- Veerananallur 
2366,TN91Q6724,350284944159132,350776874159131,8991102406391670000,5754228290555,crane,Chennai,Pudhucherry,Kothattai  Toll Plaza
2367,MP33D0926,350284944158100,350776874158109,8991102406391470000,5754228270931,ambulance,Jabalpur,Gwalior,Purankhedi
2368,MP04GA8527,350284944168323,350776874168322,8991102406391470000,5754228270935,patrol vehicle,Jabalpur,Gwalior,Purankhedi
2369,MP33H2018,350284942982329,350776872982328,8991102406391470000,5754228270940,crane,Jabalpur,Gwalior,Purankhedi
2370,MP33H2017,350284942982279,350776872982278,8991102406391470000,5754228270932,crane,Jabalpur,Gwalior,Purankhedi
2371,MP33D0925,350284944158878,350776874158877,8991102405991100000,5754223084657,ambulance,Jabalpur,Gwalior,Purankhedi
2372,MP04GB6340,350284944158209,350776874158208,8991102406391470000,5754228270929,patrol vehicle,Jabalpur,Gwalior,Purankhedi
2373,KA37B3788,350284944159264,350776874159263,8991102405991100000,5754223084676,ambulance,Bangalore,Hospet,Hitnal
2374,RJ27PB7317,350284942905908,350776872905907,8991102406391470000,5754228270508,ambulance,Bhopal,Ujjain,KHARSOD KHURD
2375,MP14GC1917,350284944158381,350776874158380,8991102406391470000,5754228270503,patrol vehicle,Bhopal,Ujjain,KHARSOD KHURD
2376,MP13ZP1252,350284944158449,350776874158448,8991102406391470000,5754228270513,crane,Bhopal,Ujjain,KHARSOD KHURD
2377,KA35P3247,350284944159348,350776874159347,8991102405991100000,5754223084675,crane,Bangalore,Hospet,Hitnal
2378,HR55AQ8915,350284942927357,350776872927356,8991102406391470000,5754228270525,ambulance,Bhopal,Ujjain,Palkhanda
2379,MP13ZF3037,350284942913746,350776872913745,8991102406391470000,5754228270501,patrol vehicle,Bhopal,Ujjain,Palkhanda
2380,KA37B3677,350284942908209,350776872908208,8991102405991110000,5754223084684,patrol vehicle,Bangalore,Hospet,Hitnal
2381,MP13ZG0668,350284942931631,350776872931630,8991102406341560000,5754224811072,crane,Bhopal,Ujjain,Palkhanda
2382,MP13ZE7034,350284942931680,350776872931689,8991102406391470000,5754228270505,ambulance,Bhopal,Ujjain,Palkhanda
2383,MP13ZE6522,350284944163597,350776874163596,8991102406391470000,5754228270500,patrol vehicle,Bhopal,Ujjain,Palkhanda
2384,RJ11PA6634,350284944159033,350776874159032,8991102406391630000,5754228286998,ambulance,Gandhinagar,Ahmedabad,Nana Chiloda-AMC Octroi Toll Nana
2385,GJ06AA6935,350284944158480,350776874158489,8991102406391630000,5754228287043,crane,Gandhinagar,Godhra,Sanpa Toll Plaza
2386,GJ07R4538,350284944158571,350776874158570,8991102406391630000,5754228287044,crane,Gandhinagar,Ahmedabad,Nadiad
2387,GJ06BY5435,350284944158506,350776874158505,8991102406391630000,5754228287041,patrol vehicle,Gandhinagar,Godhra,Sanpa Toll Plaza
2388,RJ40PA3188,350284944159165,350776874159164,8991102406391630000,5754228287042,ambulance,Gandhinagar,Godhra,Sanpa Toll Plaza
2389,KL09AW0416,350284942950516,350776872950515,8991102406391540000,5754228278206,crane,Thiruvanthapuram,Palakkad,Chullimada Hamlet-Pampampallam
2390,AP39TN7569,350284942950656,350776872950655,8991102406391670000,5754228290503,ambulance,Thiruvanthapuram,Palakkad,Chullimada Hamlet-Pampampallam
2391,KL09AZ0536,350284942953379,350776872953378,8991102406391670000,5754228290505,patrol vehicle,Thiruvanthapuram,Palakkad,Chullimada Hamlet-Pampampallam
2392,KL09AZ0564,350284942950623,350776872950622,8991102406391540000,5754228278344,patrol vehicle,Thiruvanthapuram,Palakkad,Chullimada Hamlet-Pampampallam
2393,MH10CR9342,350284942957685,350776872957684,8991102406391560000,5754228279636,ambulance,Bangalore,Bagalkote,Kasaba
2394,KA37B5807,350284942956919,350776872956918,8991102405991100000,5754223084678,ambulance,Bangalore,Hospet,Vanageri
2395,KA28AA1051,350284942929031,350776872929030,8991102406391560000,5754228279640,patrol vehicle,Bangalore,Bagalkote,Nagarhalla
2396,MH18CE1824,350284942952041,350776872952040,8991102406391560000,5754228279639,crane,Bangalore,Bagalkote,Kasaba
2397,MH18CE1823,350284942950615,350776872950614,8991102406391560000,5754228279635,crane,Bangalore,Bagalkote,Nagarhalla
2398,KA35P3250,350284942951670,350776872951679,8991102405991100000,5754223084677,crane,Bangalore,Hospet,Vanageri
2399,KA37A9240,350284942957222,350776872957221,8991102405991110000,5754223084685,patrol vehicle,Bangalore,Hospet,Vanageri
2400,KA28AA1052,350284942957958,350776872957957,8991102406391470000,5754228270545,patrol vehicle,Bangalore,Bagalkote,Kasaba
2401,MH10CR8862,350284942958063,350776872958062,8991102406391470000,5754228270549,ambulance,Bangalore,Bagalkote,Nagarhalla
2402,UP85FT3950,350284942957107,350776872957106,8991102406368000000,5754226697631,crane,Lucknow-UP West,Agra,Raibha
2403,KL39J3998,350284942958170,350776872958179,8991102406391540000,5754228278209,crane,Thiruvanthapuram,Cochin,Kumbalam
2404,KL07DG2953,350284942959053,350776872959052,8991102406391540000,5754228278321,patrol vehicle,Thiruvanthapuram,Cochin,Kumbalam
2405,TN72CH5308,350284944295217,350776874295216,8991102406391670000,5754228290502,patrol vehicle,Chennai,Coimbatore,Kaniyur
2406,AP39FK6538,350284942992542,350776872992541,8991102406391560000,5754228279619,crane,Vijayawada,Nellore,Budhanam
2407,AP39WE6958,350284944294384,350776874294383,8991102406391560000,5754228279622,ambulance,Vijayawada,Nellore,Sullurpet
2408,AP39FF5414,350284944295241,350776874295240,8991102406391560000,5754228279625,crane,Vijayawada,Nellore,Sullurpet
2409,AP39WE6478,350284942956901,350776872956900,8991102406391560000,5754228279623,patrol vehicle,Vijayawada,Nellore,Budhanam
2410,AP39TH1108,350284944220421,350776874220420,8991102406391470000,5754228270476,ambulance,Vijayawada,Nellore,Budhanam
2411,AP39TH0108,350284944243514,350776874243513,8991102406391470000,5754228270475,ambulance,Vijayawada,Nellore,Sullurpet
2412,AP39WE6405,350284944243209,350776874243208,8991102406391560000,5754228279627,patrol vehicle,Vijayawada,Nellore,Budhanam
2413,TN82U8609,350284944242748,350776874242747,,,patrol vehicle,Chennai,Pudhucherry,Kothattai  Toll Plaza
2414,TN82U8681,350284944242664,350776874242663,8991102406391670000,5754228290554,patrol vehicle,Chennai,Pudhucherry,Kothattai  Toll Plaza
2415,TN61V5601,350284944243431,350776874243430,8991102406391540000,5754228278244,crane,Chennai,Villupuram,Managethi
2416,TN91Q0772,350284942957701,350776872957700,8991102406391540000,5754228278336,ambulance,Chennai,Pudhucherry,Kothattai  Toll Plaza
2417,RJ11PA7016,350284942958147,350776872958146,8991102406391672761U,5754228290677,ambulance,Shimla,Shimla,Sanwara
2418,TN48BX1616,350284942960903,350776872960902,8991102406391540000,5754228278227,ambulance,Chennai,Villupuram,Kallakudi
2419,TN91Q0753,350284942957438,350776872957437,8991102406391670000,5754228290601,ambulance,Chennai,Pudhucherry,Kothattai  Toll Plaza
2420,HR98E8412,350284942934627,350776872934626,8991102406391560000,5754228279606,crane,Delhi,Bhiwani-Delhi,Jat Guwana
2421,HR19R9977,350284942929833,350776872929832,8991102406391560000,5754228279498,crane,Delhi,Bhiwani-Delhi,Dadri
2422,AP39TY2182,350284944226253,350776874226252,8991102406391560000,5754228280287,ambulance,Vijayawada,Nellore,Buchireddypalem
2423,NL04C3484,350284944243977,350776874243976,8991102406391560000,5754228279602,patrol vehicle,Delhi,Bhiwani-Delhi,Dadri
2424,HR98B1939,350284942998085,350776872998084,8991102406391560000,5754228279603,patrol vehicle,Delhi,Bhiwani-Delhi,Jat Guwana
2425,HR46P4156,350284942997905,350776872997904,8991102406391560000,5754228279601,Ambulance,Delhi,Bhiwani-Delhi,Dadri
2426,AP39WG2334,350284944221296,350776874221295,8991102406391470000,5754228270499,patrol vehicle,Vijayawada,Nellore,Brahmanapalli
2427,AP39TY1911,350284943639233,350776873639232,8991102406391470000,5754228270490,ambulance,Vijayawada,Nellore,DC PALLI
2428,AP39WG2526,350284944248505,350776874248504,8991102406391470000,5754228270903,patrol vehicle,Vijayawada,Nellore,Brahmanapalli
2429,TS09UC4195,350284944244124,350776874244123,8991102406391470000,5754228270474,patrol vehicle,Vijayawada,Nellore,DC PALLI
2430,AP39WA7897,350284943630992,350776873630991,8991102406391470000,5754228270477,ambulance,Vijayawada,Nellore,Brahmanapalli
2431,TN59CC8843,350284942997798,350776872997797,8991102406391470000,5754228270486,patrol vehicle,Vijayawada,Kadapa,Basapuram
2432,AP31TH4104,350284942999299,350776872999298,8991102406391560000,5754228279618,ambulance,Vijayawada,Kadapa,Basapuram
2433,KL59R4361,350284942981131,350776872981130,8991102406391540000,5754228278322,ambulance,Chennai,Coimbatore,Kaniyur
2434,RJ11PA6687,350284942910684,350776872910683,8991102406391670000,5754228290527,ambulance,Chennai,Coimbatore,Velampatti Toll Plaza
2435,TN42AB6904,350284942984622,350776872984621,8991102406391670000,5754228290568,crane,Chennai,Coimbatore,Velampatti Toll Plaza
2436,AS14AC3012,350284942910460,350776872910469,8991102406391540000,5754228278231,patrol vehicle,Chennai,Coimbatore,Velampatti Toll Plaza
2437,RJ11PA6710,350284942910437,350776872910436,8991102406391670000,5754228290524,ambulance,Chennai,Coimbatore,Kaniyur
2438,AP39WD0324,350284944245386,350776874245385,8991102406391470000,5754228270912,patrol vehicle,Vijayawada,Kadapa,Chagalmarri
2439,HR30AC3319,350284942999091,350776872999090,8991102406391470000,5754228270482,crane,Vijayawada,Kadapa,DUMPALAGATTU PAATIMEEDA PALLI
2440,AP39TQ1033,350284942996873,350776872996872,8991102406391470000,5754228270484,ambulance,Vijayawada,Kadapa,Chagalmarri
2441,HR30AC4211,350284942997889,350776872997888,8991102406391470000,5754228270479,crane,Vijayawada,Kadapa,Chagalmarri
2442,AP39TQ0108,350284942989712,350776872989711,8991102406391470000,5754228270478,ambulance,Vijayawada,Kadapa,DUMPALAGATTU PAATIMEEDA PALLI
2443,AP39WD0326,350284942998655,350776872998654,8991102406391470000,5754228270493,patrol vehicle,Vijayawada,Kadapa,DUMPALAGATTU PAATIMEEDA PALLI
2444,RJ27EA6042,350284942997806,350776872997805,8991102406367990000,5754226696799,patrol vehicle,Jaipur,Udaipur,Malera
2445,RJ27EA5716,350284942997913,350776872997912,8991102406367990000,5754226696783,crane,Jaipur,Udaipur,Gogunda-Jaswantgarh
2446,RJ27EA7218,350284942934320,350776872934329,8991102406367990000,5754226696792,patrol vehicle,Jaipur,Udaipur,Gogunda-Jaswantgarh
2447,RJ27EA5656,350284942485190,350776872485199,8991102406367990000,5754226696794,patrol vehicle,Jaipur,Udaipur,Malera
2448,RJ27EA7219,350284943638961,350776873638960,8991102406367990000,5754226697385,patrol vehicle,Jaipur,Udaipur,Gogunda-Jaswantgarh
2449,ACE025XWJS0687222,350284942929536,350776872929535,8991102406367990000,5754226697403,Crane,Jaipur,Udaipur,Gogunda-Jaswantgarh
2450,KL07CX2336,350284942997921,350776872997920,8991102406391540000,5754228278208,Crane,Thiruvanthapuram,Cochin,Ponnarimangalam
2451,RJ10EA0739,350284944159967,350776874159966,8991102406367990000,5754226696807,crane,Jaipur,Udaipur,Dakan Kotra
2452,RJ10PA7952,350284944159876,350776874159875,8991102406367990000,5754226696798,ambulance,Jaipur,Udaipur,Dakan Kotra
2453,RJ27GE3706,350284944159694,350776874159693,8991102406367990000,5754226696779,patrol vehicle,Jaipur,Udaipur,Dakan Kotra
2454,RJ27PB8627,350284942906815,350776872906814,8991102406367990000,5754226697393,ambulance,Jaipur,Udaipur,Narayanpura
2455,RJ27EA4262,350284944159124,350776874159123,8991102406367990000,5754226697386,crane,Jaipur,Udaipur,Narayanpura
2456,RJ27GE9316,350284944161542,350776874161541,8991102406367990000,5754226696787,patrol vehicle,Jaipur,Udaipur,Narayanpura
2457,RJ27PB8626,350284942934726,350776872934725,8991102406367990000,5754226697364,ambulance,Jaipur,Udaipur,Narayanpura
2458,RJ27GE9317,350284942958170,350776872958179,8991102406367990000,5754226696800,patrol vehicle,Jaipur,Udaipur,Narayanpura
2459,RJ27EA4280,350284942935111,350776872935110,8991102406367990000,5754226696795,crane,Jaipur,Udaipur,Narayanpura
2460,RJ11PA6969,350284944159801,350776874159800,8991102406391560000,5754228279614,ambulance,Bhubaneswar,Keonjhar,Kandra
2461,RJ11PA6757,350284942905973,350776872905972,8991102406367860000,5754226683585,ambulance,Bhubaneswar,Keonjhar,Keonjhar Town
2462,RJ11PA6970,350284942906286,350776872906285,8991102406391560000,5754228279611,ambulance,Bhubaneswar,Keonjhar,Kanto
2463,RJ11PA6968,350284942906260,350776872906269,8991102406391560000,5754228279610,ambulance,Bhubaneswar,Keonjhar,Kanjipani
2464,RJ06EA3854,350284942906195,350776872906194,,,crane,Jaipur,Udaipur,Khachrol
2465,RJ30PA3662,350284942935475,350776872935474,8991102406367990000,5754226696791,ambulance,Jaipur,Udaipur,Negadiya
2466,RJ14PF2207,350284942935343,350776872935342,,,ambulance,Jaipur,Udaipur,Khachrol
2467,HR39E9138,350284942935244,350776872935243,8991102406391560000,5754228280334,patrol vehicle,Chandigarh,Bhiwani,Peont
2468,HR55AK0806,350284942932985,350776872932984,8991102406391560000,5754228280311,ambulance,Chandigarh,Bhiwani,Jamni Toll Plaza
2469,RJ32EA1073,350284942934999,350776872934998,8991102406391560000,5754228280306,crane,Chandigarh,Bhiwani,Jamni Toll Plaza
2470,RJ11PA4864,350284942932399,350776872932398,8991102406391560000,5754228280358,ambulance,Chandigarh,Bhiwani,Peont
2471,HR46F0692,350284942933173,350776872933172,8991102406391560000,5754228280310,patrol vehicle,Chandigarh,Bhiwani,Jamni Toll Plaza
2472,HR13N6774,350284942906237,350776872906236,8991102406391560000,5754228280305,crane,Chandigarh,Bhiwani,Peont
2473,RJ13EA2467,350284942935160,350776872935169,8991102406367990000,5754226697387,crane,Jaipur,Udaipur,Aroli
2474,RJ13GC3945,350284942906013,350776872906012,8991102406367990000,5754226696790,patrol vehicle,Jaipur,Udaipur,Dhaneshwar
2475,UP15GT4071,350284942934791,350776872934790,8991102406367990000,5754226696788,ambulance,Jaipur,Udaipur,Aroli
2476,RJ13GC3946,350284942906187,350776872906186,8991102406367900000,5754226687712,patrol vehicle,Jaipur,Udaipur,Aroli
2477,KL01DC0836,350284942933603,350776872933602,8991102406391670000,5754228290507,crane,Thiruvanthapuram,Thiruvananthapuram,Thiruvallam
2478,KL01DB5549,350284942911385,350776872911384,8991102406391540000,5754228278333,patrol vehicle,Thiruvanthapuram,Thiruvananthapuram,Thiruvallam
2479,RJ11PA6797,350284942929429,350776872929428,8991102406391560000,5754228280370,ambulance,Chandigarh,Sonipat,Rohad
2480,RJ14EA6333,350284942929379,350776872929378,8991102406391560000,5754228280307,crane,Chandigarh,Sonipat,Rohad
2481,RJ11PA6793,350284942908332,350776872908331,8991102406391560000,5754228280368,ambulance,Chandigarh,Sonipat,Dahar
2482,HR85H3814,350284942910213,350776872910212,8991102406391560000,5754228280309,patrol vehicle,Chandigarh,Sonipat,Dighal
2483,HR63F7860,350284942908324,350776872908323,8991102406391560000,5754228280360,patrol vehicle,Chandigarh,Sonipat,Dahar
2484,RJ39EA1224,350284942989704,350776872989703,8991102406391540000,5754228278381,crane,Chandigarh,Bhiwani,Toll_Kharak Pandwa Toll Plaza
2485,HR39E3138,350284942990280,350776872990289,8991102406391560000,5754228280308,ambulance,Chandigarh,Sonipat,Jharothi
2486,HR55AL8458,350284942986619,350776872986618,8991102406391560000,5754228280352,patrol vehicle,Chandigarh,Sonipat,Rohad
2487,HR55AU2228,350284942910072,350776872910071,8991102406391540000,5754228278382,ambulance,Chandigarh,Bhiwani,Toll_Kharak Pandwa Toll Plaza
2488,HR55AT9355,350284942926417,350776872926416,8991102406391540000,5754228278380,patrol vehicle,Chandigarh,Bhiwani,Toll_Kharak Pandwa Toll Plaza
2489,HR26EC7279,350284942927340,350776872927349,8991102406391560000,5754228280315,crane,Chandigarh,Sonipat,Dahar
2490,MP09GH8276,350284942935129,350776872935128,8991102406391470000,5754228270524,patrol vehicle,Bhopal,Ujjain,Tulaheda Toll Plaza
2491,PB65BD0142,350284942975216,350776872975215,8991102406391470000,5754228270544,ambulance,Bhopal,Ujjain,Tulaheda Toll Plaza
2492,MP43G4707,350284942949302,350776872949301,8991102305884200000,5754205135994,ambulance,Bhopal,Ujjain,Nipaniya
2493,MP20GB5132,350284942907524,350776872907523,8991102406391470000,5754228270547,patrol vehicle,Bhopal,Ujjain,Nipaniya
2494,RJ11PA6853,350284942926318,350776872926317,8991102406391560000,5754228280356,ambulance,Chandigarh,Sonipat,Dighal
2495,HR60G5324,350284942999091,350776872999090,8991102406391560000,5754228280357,crane,Chandigarh,Sonipat,Dighal
2496,HR61D8552,350284942996873,350776872996872,8991102406391560000,5754228280359,patrol vehicle,Chandigarh,Sonipat,Gangaycha Jatt
2497,RJ11PA6852,350284942927886,350776872927885,8991102406391560000,5754228280363,ambulance,Chandigarh,Sonipat,Gangaycha Jatt
2498,HR14U3314,350284944238316,350776874238315,8991102406391560000,5754228280365,crane,Chandigarh,Sonipat,Makrauli Kalan
2499,HR81A6076,350284942928041,350776872928040,8991102406391560000,5754228280362,crane,Chandigarh,Sonipat,Gangaycha Jatt
2500,HR63F8219,350284942927936,350776872927935,8991102406391540000,5754228278366,patrol vehicle,Chandigarh,Sonipat,Makrauli Kalan
2501,RJ11PA6571,350284944238423,350776874238422,8991102406391560000,5754228280366,ambulance,Chandigarh,Hisar,Madina Korsan
2502,RJ11PA6567,350284942983277,350776872983276,8991102406391540000,5754228278379,ambulance,Chandigarh,Hisar,Ramayana Mayar
2503,UK06CB3601,350284942907177,350776872907176,8991102406391670000,5754228290684,crane,Delhi,Baghpat,Amipur Baleni
2504,RJ11PA6550,350284942910932,350776872910931,8991102406391540000,5754228278359,ambulance,Chandigarh,Hisar,Khuian Malkan
2505,RJ11PA6575,350284942907185,350776872907184,8991102406391540000,5754228278377,ambulance,Chandigarh,Hisar,Landhari
2506,RJ11PA6579,350284942933017,350776872933016,8991102406391540000,5754228278376,ambulance,Chandigarh,Hisar,Bhavdeen
2507,RJ11PA7113,350284942878576,350776872878575,,,ambulance,Lucknow-UP West,Aligarh,Somna Toll Plaza
2508,KA639711,350284943635827,350776873635826,8991102405991100000,5754223084670,ambulance,Bangalore,Dharwad,Bankapura
2509,KA22B5347,350284942929403,350776872929402,8991102405991110000,5754223084692,ambulance,Bangalore,Dharwad,Hirebagewadi
2510,KA63M4292,350284942908571,350776872908570,8991102406391470000,5754228270548,crane,Bangalore,Dharwad,Bankapura
2511,KA23B5792,350284942907516,350776872907515,8991102405991100000,5754223084663,patrol vehicle,Bangalore,Dharwad,Hirebagewadi
2512,RJ11PA6731,350284942927209,350776872927208,8991102405991100000,5754223084679,ambulance,Bangalore,Dharwad,Hirebagewadi
2513,KA63A1377,350284942926805,350776872926804,8991102406391470000,5754228270542,patrol vehicle,Bangalore,Dharwad,Bankapura
2514,RJ11PA7080,350284942929163,350776872929162,8991102406391470000,5754228270480,ambulance,Chandigarh,Sonipat,Chandi
2515,RJ11PA7084,350284942926953,350776872926952,8991102405991108911U,5754223084575,ambulance,Mumbai,Nashik,Dongrale TP
2516,RJ11PA7111,350284942926524,350776872926523,,,ambulance,Dehradun,Roorkee,Bahadrabad
2517,RJ11PA7112,350284942929296,350776872929295,,,ambulance,Bhubaneswar,Keonjhar,Tileibani
2518,KA22MH2089,350284944149850,#N/A,8991102405991110040U,5754223084688,crane,Bangalore,Dharwad,Hirebagewadi
2519,KA23B5793,350284942926821,350776872926820,8991102405991100000,5754223084664,patrol vehicle,Bangalore,Dharwad,Hirebagewadi
2520,KA22Z3498,350284942935186,350776872935185,8991102405991100000,5754223084671,crane,Bangalore,Dharwad,Hirebagewadi
2521,KA25AA8690,350284942926920,350776872926929,8991102405991100000,5754223084658,patrol vehicle,Bangalore,Dharwad,Kognoli
2522,KA23P0544,350284942927183,350776872927182,8991102405991100000,5754223084660,crane,Bangalore,Dharwad,Hattarigi
2523,KA22D6655,350284942908233,350776872908232,8991102406391470000,5754228270546,ambulance,Bangalore,Dharwad,Ganebail Toll Plaza
2524,KA35B0290,350284942927399,350776872927398,8991102406391470000,5754228270536,ambulance,Bangalore,Dharwad,Kognoli
2525,KA22MC3557,350284942927589,350776872927588,8991102405991100000,5754223084662,crane,Bangalore,Dharwad,Ganebail Toll Plaza
2526,KA22D6375,350284942929049,350776872929048,8991102405991100000,5754223084665,patrol vehicle,Bangalore,Dharwad,Ganebail Toll Plaza
2527,KA22AA4666,350284942997061,350776872997060,8991102405991110000,5754223084696,ambulance,Bangalore,Dharwad,Hattarigi
2528,KA28MA1800,350284942928975,350776872928974,8991102405991100000,5754223084659,crane,Bangalore,Dharwad,Kognoli
2529,KA22C6894,350284942757549,350776872757548,8991102405991100000,5754223084661,ambulance,Bangalore,Dharwad,Hattarigi
2530,KA22AA2861,350284942908704,350776872908703,8991102405991110000,5754223084697,patrol vehicle,Bangalore,Dharwad,Hattarigi
2531,KA639047,350284942989860,350776872989869,8991102405991100000,5754223084680,patrol vehicle,Bangalore,Dharwad,Nalavadi
2532,KA548751,350284942755683,350776872755682,8991102405991110000,5754223084689,ambulance,Bangalore,Dharwad,Nalavadi
2533,KA37B3605,350284942986726,350776872986725,8991102406391470000,5754228270537,patrol vehicle,Bangalore,Dharwad,Halligudi
2534,RJ11PA6732,350284942927605,350776872927604,8991102405991100000,5754223084672,ambulance,Bangalore,Dharwad,Nalavadi
2535,KA25MD4190,350284943632931,350776873632930,8991102406391470000,5754228270541,crane,Bangalore,Dharwad,Nalavadi
2536,KA37B4055,350284942987864,350776872987863,8991102406391470000,5754228270540,ambulance,Bangalore,Dharwad,Halligudi
2537,KA548752,350284942947561,350776872947560,8991102406391470000,5754228270539,patrol vehicle,Bangalore,Dharwad,Halligudi
2538,KA35P6488,350284942758323,350776872758322,8991102406391470000,5754228270543,crane,Bangalore,Dharwad,Halligudi
2539,MC1E4CDA7SP087447,350284942944550,350776872944559,,,Ambulance,Chennai,Coimbatore,Kaniyur
2540,TN68Y3235,350284942987872,350776872987871,8991102205721320000,5754211624403,crane,Madurai,Thanjavur,Mananbadi
2541,TN65AH6104,350284944157904,350776874157903,8991102305884130000,5754204412054,ambulance,Madurai,Karaikudi,Vennathur
2542,TN78U1630,350284942908282,350776872908281,8991102305884130000,5754204542127,patrol vehicle,Madurai,Karaikudi,Palaya Gandharvakottai
2543,TN49CJ9552,350284942757234,350776872757233,8991102205726430000,5754213328218,patrol vehicle,Madurai,Thanjavur,Mananbadi
2544,TN11AE6058,350284942757952,350776872757951,8991102305884130000,5754204491764,Ambulance,Madurai,Thanjavur,Mananbadi
2545,MP18ZF2798,350284942930104,350776872930103,8991102406391470000,5754228270498,crane,Jabalpur,Katni,Shahdol
2546,T0725UP9122E,350284943634465,350776873634464,,,Ambulance,Nagpur,Nagpur-I,WEPL Mathani
2547,T0725UP0326F,350284942988185,350776872988184,,,Ambulance,Guwahati,Guwahati,Madanpur
2548,MP18GA5010,350284943634507,350776873634506,8991102406391471305u,5754228270532,patrol vehicle,Jabalpur,Katni,Shahdol
2549,MP18ZD6903,350284944158845,350776874158844,8991102406391471297u,5754228270531,patrol vehicle,Jabalpur,Katni,Shahdol
2550,TN33CA6820,350284942984176,350776872984175,8991102305884130000,5754204419095,patrol vehicle,Madurai,Ramanathapuram,Bogalur
2551,T0825UP1705F,350284944158712,350776874158711,,,ambulance,Delhi,Baghpat,Toll_Dabheri Toll Plaza
2552,T0825UP1661F,350284942981487,350776872981486,,,Ambulance,Bhubaneswar,Sambalpur,Pudapada-Nildungri
2553,RJ11PA7081,350284942984218,350776872984217,8991102405991108937U,5754223084577,ambulance,Mumbai,Nashik,Dongrale TP
2554,T0825UP1662F,350284942926854,350776872926853,8991102406391530000,5754228275906,Ambulance,Bhubaneswar,Keonjhar,Jamudihi TP
2555,T0825UP1663F,350284944107636,350776874107635,NOT FOND IN ODOO,,Ambulance,Bhubaneswar,Sambalpur,Kadaligarh
2556,MH40N7268,350284944159744,350776874159743,8991102406391670000,5754228290547,patrol vehicle,Nagpur,Nagpur-I,Champa/Umred TP
2557,RJ11PA5917,350284942758992,350776872758991,8991102205743550000,5754213503915,ambulance,Patna,Muzaffarpur,Hariabara
2558,MH49AT6668,350284942930260,350776872930269,8991102406391670000,5754228290450,patrol vehicle,Nagpur,Nagpur-I,Sendurwafa
2559,AS14S7473,350284942946084,350776872946083,8991102406391562319u,5754228279469,crane,Jabalpur,Chhindwara,Kelwad
